Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4623-7216,4623,7216,5920,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4540-7422,4540,7422,5981,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,4441-7274,4441,7274,5858,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,4568-7385,4568,7385,5977,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,4538-7181,4538,7181,5860,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,4624-7392,4624,7392,6008,4,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,4505-7067,4505,7067,5786,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,4415-6946,4415,6946,5680,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,4400-7042,4400,7042,5721,5,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,4298-6591,4298,6591,5444,3,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,4256-6334,4256,6334,5295,0.3,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,4239-6386,4239,6386,5312,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,4238-6273,4238,6273,5255,0.1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,4327-6198,4327,6198,5262,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,4294-6013,4294,6013,5153,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,4175-6024,4175,6024,5099,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,4126-6021,4126,6021,5073,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,4045-5886,4045,5886,4965,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,4024-5824,4024,5824,4924,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,3984-5748,3984,5748,4866,1,1
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,4022-5701,4022,5701,4862,4,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,3888-5432,3888,5432,4660,1,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,3762-5482,3762,5482,4622,4,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,3659-5189,3659,5189,4424,2,0
Naigaon East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,3586-5058,3586,5058,4322,3,0
Naigaon East Vasai Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4595-7438,4595,7438,6017,-0.1,1
Naigaon East Vasai Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4533-7510,4533,7510,6021,1,0
Naigaon East Vasai Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,4519-7351,4519,7351,5935,1,1
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4617-7156,4617,7156,5887,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4500-7354,4500,7354,5927,0.2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,4497-7382,4497,7382,5939,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,4510-7298,4510,7298,5904,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,4536-7111,4536,7111,5823,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,4587-7250,4587,7250,5919,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,4513-7039,4513,7039,5776,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,4417-6885,4417,6885,5651,0.1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,4376-6939,4376,6939,5657,4,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,4331-6569,4331,6569,5450,3,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,4292-6320,4292,6320,5306,0.2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,4254-6374,4254,6374,5314,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,4245-6291,4245,6291,5268,0.6,1
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,4315-6230,4315,6230,5272,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,4280-6024,4280,6024,5152,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,4202-6015,4202,6015,5108,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,4145-6017,4145,6017,5081,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,4050-5902,4050,5902,4976,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,4022-5834,4022,5834,4928,2,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,3958-5740,3958,5740,4849,0.3,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,4019-5705,4019,5705,4862,5,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,3874-5408,3874,5408,4641,1,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,3754-5476,3754,5476,4615,3,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,3693-5259,3693,5259,4476,3,0
Naigaon Palghar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,3585-5112,3585,5112,4348,2,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4180-6692,4180,6692,5436,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4299-6516,4299,6516,5407,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,4246-6688,4246,6688,5467,3,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,4145-6483,4145,6483,5314,2,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,4141-6319,4141,6319,5230,3,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,3985-6194,3985,6194,5089,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,3974-6075,3974,6075,5025,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,3868-6045,3868,6045,4956,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,3925-5892,3925,5892,4908,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,3921-5956,3921,5956,4938,4,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,3751-5749,3751,5749,4750,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,3675-5732,3675,5732,4703,2,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,3714-5900,3714,5900,4807,3,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,3840-6038,3840,6038,4939,6,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,3602-5693,3602,5693,4647,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,3681-5745,3681,5745,4713,4,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,3916-5891,3916,5891,4904,3,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,3781-5743,3781,5743,4762,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,3773-5652,3773,5652,4713,2,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,3655-5619,3655,5619,4637,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,3693-5656,3693,5656,4674,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,3753-5728,3753,5728,4741,4,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,3563-5567,3563,5567,4565,0.2,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,3654-5496,3654,5496,4575,1,0
Nala Sopara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,3484-5557,3484,5557,4521,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4093-6377,4093,6377,5235,6,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4373-6766,4373,6766,5570,15,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,3478-6192,3478,6192,4835,9,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,4081-6586,4081,6586,5334,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,4266-6633,4266,6633,5449,6,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,3896-6352,3896,6352,5124,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,3953-6374,3953,6374,5163,4,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,3776-6194,3776,6194,4985,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,3743-6024,3743,6024,4883,5,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,4021-6290,4021,6290,5156,6,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,3649-6037,3649,6037,4843,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,3816-6080,3816,6080,4948,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,3761-6018,3761,6018,4890,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,3811-6158,3811,6158,4984,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,3839-6041,3839,6041,4940,0.4,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,3867-6050,3867,6050,4958,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,3941-6030,3941,6030,4985,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,4074-6079,4074,6079,5077,1.5,1
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,4037-6113,4037,6113,5075,3,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,3909-5929,3909,5929,4919,3,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,4008-6107,4008,6107,5057,1,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,3987-6005,3987,6005,4996,4,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,3877-5760,3877,5760,4819,0.2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,3906-5752,3906,5752,4829,2,0
Nalasopara East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,3901-5980,3901,5980,4940,4,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4102-6588,4102,6588,5345,1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4269-6530,4269,6530,5399,2,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,4327-6720,4327,6720,5523,4,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,4107-6464,4107,6464,5286,1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,4236-6396,4236,6396,5316,4,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,4050-6175,4050,6175,5112,4,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,4072-6208,4072,6208,5140,1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,3962-6192,3962,6192,5077,1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,4016-6047,4016,6047,5032,2,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,3945-5916,3945,5916,4931,4,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,3823-5697,3823,5697,4760,0.1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,3782-5726,3782,5726,4754,3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,3784-5998,3784,5998,4891,3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,3916-6152,3916,6152,5034,6,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,3693-5812,3693,5812,4752,0.3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,3826-5706,3826,5706,4766,2,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,3959-5815,3959,5815,4887,5,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,3763-5569,3763,5569,4666,3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,3723-5347,3723,5347,4535,1,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,3649-5548,3649,5548,4598,2,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,3599-5457,3599,5457,4528,3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,3695-5620,3695,5620,4658,6,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,3444-5376,3444,5376,4410,0.5,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,3564-5298,3564,5298,4431,3,0
Nalasopara West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,3381-5210,3381,5210,4296,2,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,48519-82819,48519,82819,65669,8,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,46122-76017,46122,76017,61070,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,45946-77163,45946,77163,61555,3,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,44554-74729,44554,74729,59641,3,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,42757-73517,42757,73517,58137,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,44007-73217,44007,73217,58612,8,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,43121-65754,43121,65754,54437,3,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,41221-64949,41221,64949,53085,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,41000-65932,41000,65932,53466,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,40346-65098,40346,65098,52722,4,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,41951-67999,41951,67999,54975,3,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,43415-70500,43415,70500,56957,2,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,45128-70594,45128,70594,57861,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,44978-72465,44978,72465,58721,4,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,45234-76612,45234,76612,60923,2.5,1
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,47323-78523,47323,78523,62923,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,46265-80528,46265,80528,63397,1,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,47243-81108,47243,81108,64176,2,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,46805-84574,46805,84574,65689,4,0
Napean Sea Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,46014-80166,46014,80166,63090,2,0
Narangi Bypass Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,4400-7460,4400,7460,5930,4,0
Narangi Bypass Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,4313-7074,4313,7074,5694,4,1
Nehru Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17891-27557,17891,27557,22724,-2.8,1
Nehru Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17703-29071,17703,29071,23387,14,0
Nehru Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15994-25081,15994,25081,20537,0.4,0
Nehru Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,16244-24658,16244,24658,20451,7.2,1
New Golden Nest Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,7569-11210,7569,11210,9390,2,0
New Golden Nest Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,7732-11461,7732,11461,9597,2,1
New Golden Nest Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,7244-10885,7244,10885,9065,2,1
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15156-25440,15156,25440,20298,2,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14851-24774,14851,24774,19813,3,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,14349-24049,14349,24049,19199,2,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14155-23500,14155,23500,18827,2,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13968-23044,13968,23044,18506,2,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13781-22604,13781,22604,18192,12,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,16348-24836,16348,24836,20592,0.2,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,16258-25011,16258,25011,20635,6.1,1
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,15749-25555,15749,25555,20652,8,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14162-24010,14162,24010,19086,5,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,13948-22508,13948,22508,18228,0.1,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,13927-22476,13927,22476,18201,1,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,13781-23046,13781,23046,18413,14,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,16313-26550,16313,26550,21431,7,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,16948-29218,16948,29218,23083,10.5,1
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,11210-22124,11210,22124,16667,24,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,15544-28586,15544,28586,22065,55,0
New Link Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,10813-17590,10813,17590,14202,39.5,1
NM Joshi Marg,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,31894-55481,31894,55481,43688,3,0
NM Joshi Marg,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,31152-53892,31152,53892,42522,5,0
NM Joshi Marg,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,29879-51305,29879,51305,40592,0.3,0
NM Joshi Marg,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,29952-51448,29952,51448,40700,2.65,1
North Avenue,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,28484-48977,28484,48977,38731,3,0
North Avenue,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,29755-49896,29755,49896,39826,2,0
North Avenue,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,29721-51428,29721,51428,40575,2.5,1
North Avenue,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,28862-49162,28862,49162,39012,6,0
North Avenue,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,27560-45800,27560,45800,36680,4,1
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,48824-83137,48824,83137,65980,8,0
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,45741-76269,45741,76269,61005,1,0
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,45550-77480,45550,77480,61515,3,0
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,44328-74796,44328,74796,59562,2,0
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,42669-74205,42669,74205,58437,1,0
NS Patkar Marg,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,43895-74114,43895,74114,59005,1.5,1
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15084-24873,15084,24873,19979,9,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14175-22531,14175,22531,18353,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,12937-22603,12937,22603,17770,1,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13119-22697,13119,22697,17908,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13464-23454,13464,23454,18459,11,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,12095-21058,12095,21058,16576,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,12284-19895,12284,19895,16089,1,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,12951-19678,12951,19678,16315,10,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,11731-18032,11731,18032,14881,2,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,11541-18798,11541,18798,15169,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,11558-17880,11558,17880,14719,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,11698-18678,11698,18678,15188,7,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,12630-20007,12630,20007,16319,7,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,13930-21323,13930,21323,17626,2,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13794-20783,13794,20783,17288,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13178-20247,13178,20247,16712,3,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,12460-19987,12460,19987,16224,5,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,12300-18535,12300,18535,15418,2,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,12817-18656,12817,18656,15737,2,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13045-19167,13045,19167,16106,1,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,13193-18773,13193,18773,15983,5,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12832-20806,12832,20806,16819,10,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,12175-18406,12175,18406,15290,4,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,12714-18999,12714,18999,15857,0.2,0
Orlem,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,12785-18875,12785,18875,15830,4,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17325-31752,17325,31752,24539,5,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16535-30340,16535,30340,23438,3,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17672-30900,17672,30900,24286,19,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14562-26358,14562,26358,20460,2,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,14218-25859,14218,25859,20039,3,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13744-25164,13744,25164,19454,3,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13951-26032,13951,26032,19991,5,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13399-24702,13399,24702,19050,4,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13923-25947,13923,25947,19935,5,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14672-27223,14672,27223,20948,2,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,15506-27118,15506,27118,21312,7,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14219-25506,14219,25506,19862,12,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,12397-23139,12397,23139,17768,2,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,11938-22833,11938,22833,17386,4,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,11690-21600,11690,21600,16645,8,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,12589-23468,12589,23468,18029,4,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,13568-23906,13568,23906,18737,2,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,13973-24357,13973,24357,19165,10,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13037-21661,13037,21661,17349,9,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13694-24392,13694,24392,19043,7,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,14605-26260,14605,26260,20433,3,0
